Query,Run,ElapsedTime,ExecutionTime,CompileTime,QueueWaitTime,ResultCount,ResultSize,ProcessedObjects,bufferCacheHitRatio,bufferCachePageReadCount
"set `compiler.optimize.groupby` 'false';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=33 and d.d_moy=11 and d.d_year=2001 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.54792955s,138.547375785s,16.295379ms,0ns,100,9118,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=33 and d.d_moy=11 and d.d_year=2001 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.813009283s,138.81251497s,15.514526ms,0ns,100,9151,288274073,0.00%,1775243
"use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=33 and d.d_moy=11 and d.d_year=2001 /*+ hash */ group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.360693366s,138.360145928s,24.941797ms,0ns,100,9161,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=22 and d.d_moy=12 and d.d_year=2000 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,137.312388888s,137.311840363s,19.528962ms,0ns,100,9187,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=22 and d.d_moy=12 and d.d_year=2000 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.992266118s,138.991661858s,10.824487ms,0ns,100,9184,288274073,0.00%,1775243
"use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=22 and d.d_moy=12 and d.d_year=2000 /*+ hash */ group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.540022974s,138.539751532s,14.574335ms,0ns,100,9183,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=69 and d.d_moy=12 and d.d_year=2000 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,139.223344081s,139.222825615s,15.220478ms,0ns,100,9287,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=69 and d.d_moy=12 and d.d_year=2000 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.047078626s,138.046557255s,22.235374ms,0ns,100,9357,288274073,0.00%,1775243
"use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=69 and d.d_moy=12 and d.d_year=2000 /*+ hash */ group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.325875476s,138.325385684s,20.728026ms,0ns,100,9314,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=37 and d.d_moy=12 and d.d_year=2000 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.368532556s,138.36801866s,22.241682ms,1ms,100,9307,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=37 and d.d_moy=12 and d.d_year=2000 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.514869122s,138.514378269s,22.246174ms,0ns,100,9254,288274073,0.00%,1775243
"use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=37 and d.d_moy=12 and d.d_year=2000 /*+ hash */ group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,139.322614963s,139.322120472s,11.104408ms,0ns,100,9316,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=72 and d.d_moy=11 and d.d_year=2001 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,139.081245353s,139.080735763s,18.583489ms,1ms,100,9211,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=72 and d.d_moy=11 and d.d_year=2001 group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.610315464s,138.609828206s,24.029285ms,0ns,100,9287,288274073,0.00%,1775243
"use tpcds; select i_brand_id brand_id, i_brand brand, sum(ss.ss_ext_sales_price) ext_price from date_dim d, store_sales ss, item i where d.d_date_sk = ss.ss_sold_date_sk and ss.ss_item_sk = i.i_item_sk and i.i_manager_id=72 and d.d_moy=11 and d.d_year=2001 /*+ hash */ group by i.i_brand, i.i_brand_id order by ext_price desc, i_brand_id limit 100;",1,138.926715024s,138.926190432s,15.803971ms,0ns,100,9204,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 438 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.792198216s,145.791696688s,15.25874ms,0ns,100,10950,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 438 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.051323522s,145.050821807s,13.606471ms,0ns,100,10955,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 438 and dt.d_moy=11 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.056016061s,145.055205738s,10.18948ms,0ns,100,10992,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_ext_discount_amt) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 76 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,150.015477366s,150.014914782s,16.056191ms,0ns,100,10762,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_ext_discount_amt) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 76 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,150.414376179s,150.413803774s,19.733333ms,0ns,100,10751,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_ext_discount_amt) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 76 and dt.d_moy=12 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,149.513978235s,149.51338353s,21.970908ms,0ns,100,10772,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 657 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.017027074s,145.016488707s,16.026486ms,0ns,100,11013,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 657 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.673262594s,145.672757425s,23.413612ms,0ns,100,11023,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 657 and dt.d_moy=12 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.889815795s,145.889313962s,24.901161ms,0ns,100,10972,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_ext_sales_price) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 531 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,147.807851114s,147.807335246s,24.566796ms,0ns,100,10955,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_ext_sales_price) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 531 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,152.53777483s,152.537203026s,21.880665ms,0ns,100,10953,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_ext_sales_price) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 531 and dt.d_moy=11 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,148.294929753s,148.294367308s,22.602272ms,0ns,100,10911,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 468 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.183704282s,145.183152909s,19.086353ms,0ns,100,11025,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 468 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.929358868s,145.928839101s,21.626983ms,0ns,100,11021,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 468 and dt.d_moy=11 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.873555222s,145.87303611s,26.224542ms,0ns,100,11024,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 90 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,146.003914903s,146.003300413s,12.096252ms,0ns,100,10935,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 90 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,144.857967763s,144.857288756s,24.512006ms,0ns,100,10927,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 90 and dt.d_moy=12 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,147.50313472s,147.502609294s,12.861497ms,0ns,100,10934,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 376 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.731621644s,145.730879483s,9.677363ms,0ns,100,10987,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 376 and dt.d_moy=12 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,146.908997488s,146.908438137s,20.664858ms,0ns,100,10975,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 376 and dt.d_moy=12 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,146.33765568s,146.337154512s,21.879297ms,0ns,100,11000,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 958 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,144.378481822s,144.377925781s,15.123869ms,0ns,100,10949,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 958 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.201838966s,145.201327744s,19.774061ms,0ns,100,10929,288274073,0.00%,1775243
"use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_net_profit) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 958 and dt.d_moy=11 /*+ hash */ group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,147.36738633s,147.366837944s,21.090965ms,0ns,100,10894,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'false';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_sales_price) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 382 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.059523036s,145.059005032s,24.742295ms,0ns,100,10872,288274073,0.00%,1775243
"set `compiler.optimize.groupby` 'true';use tpcds;select dt.d_year,item.i_brand_id brand_id,item.i_brand brand,sum(store_sales.ss_sales_price) sum_agg from date_dim dt ,store_sales ,item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manufact_id = 382 and dt.d_moy=11 group by dt.d_year ,item.i_brand ,item.i_brand_id order by d_year ,sum_agg desc,brand_id limit 100;",1,145.631764696s,145.631201475s,10.726171ms,0ns,100,10895,288274073,0.00%,1775243
