Query,Run,ElapsedTime,ExecutionTime,CompileTime,QueueWaitTime,ResultCount,ResultSize,ProcessedObjects,bufferCacheHitRatio,bufferCachePageReadCount
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 313 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,411.955878333s,411.955166298s,14.985772ms,0ns,100,17698,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 312 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,404.341090715s,404.340632818s,13.926014ms,0ns,100,17700,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 315 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,445.997764796s,445.997317468s,12.562758ms,0ns,100,17697,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 312 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,435.686239872s,435.685703302s,12.732487ms,0ns,100,17700,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 313 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,430.41273115s,430.412250081s,17.756479ms,0ns,100,17698,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 312 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,442.428957961s,442.428505985s,12.174326ms,0ns,100,17700,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 314 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,425.084625883s,425.084164618s,13.048544ms,0ns,100,17698,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 313 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,431.509289277s,431.508785852s,12.261975ms,0ns,100,17698,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 314 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,432.65125373s,432.650771459s,13.21682ms,0ns,100,17698,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'true';use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 314 group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,433.83873873s,433.83826945s,16.280875ms,0ns,100,17698,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 313 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1395.251137971s,1395.250620218s,11.673322ms,0ns,100,17698,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 312 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1367.983657892s,1367.983186796s,12.70078ms,0ns,100,17700,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 315 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1383.198273712s,1383.197785687s,11.673908ms,0ns,100,17697,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 312 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1391.653667964s,1391.653083467s,12.255481ms,0ns,100,17700,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 313 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1365.528930123s,1365.528462215s,13.393665ms,0ns,100,17698,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 312 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1352.668456828s,1352.66800416s,11.418109ms,0ns,100,17700,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 314 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1373.72838976s,1373.727895567s,11.993927ms,0ns,100,17698,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 313 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1367.352974705s,1367.352439913s,11.352961ms,0ns,100,17698,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 314 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1378.5732333s,1378.572747186s,11.544453ms,0ns,100,17698,765037902,0.00%,1337400
"use tpch;with tmp as ( select l_orderkey, sum(l_quantity) t_sum_quantity from  lineitem /*+ hash */ group by l_orderkey) select c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice, sum(l.l_quantity) sum_quantity from  customer c join  orders o on c.c_custkey = o.o_custkey join  tmp t on o.o_orderkey = t.l_orderkey join  lineitem l on t.l_orderkey = l.l_orderkey where t.t_sum_quantity > 314 /*+ hash */ group by c.c_name, c.c_custkey, o.o_orderkey, o.o_orderdate, o.o_totalprice order by o.o_totalprice desc, o.o_orderdate limit 100;",1,1367.494548758s,1367.493938338s,12.989361ms,0ns,100,17698,765037902,0.00%,1337400
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1994-09-01' and o.o_orderdate < '1994-12-01' group by o.o_orderpriority order by o_orderpriority;",1,178.8466766s,178.846086099s,19.629694ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1995-06-01' and o.o_orderdate < '1995-09-01' group by o.o_orderpriority order by o_orderpriority;",1,177.891768242s,177.891273998s,9.501101ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1993-02-01' and o.o_orderdate < '1993-05-01' group by o.o_orderpriority order by o_orderpriority;",1,180.438461384s,180.438052882s,9.411658ms,1ms,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1997-03-01' and o.o_orderdate < '1997-06-01' group by o.o_orderpriority order by o_orderpriority;",1,185.915770859s,185.915312453s,8.771956ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1996-08-01' and o.o_orderdate < '1996-11-01' group by o.o_orderpriority order by o_orderpriority;",1,181.88914363s,181.888709766s,11.968176ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1995-11-01' and o.o_orderdate < '1996-02-01' group by o.o_orderpriority order by o_orderpriority;",1,181.917875288s,181.917470291s,8.228156ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1994-01-01' and o.o_orderdate < '1994-04-01' group by o.o_orderpriority order by o_orderpriority;",1,181.044384261s,181.043960131s,8.747813ms,1ms,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1993-07-01' and o.o_orderdate < '1993-10-01' group by o.o_orderpriority order by o_orderpriority;",1,182.008890221s,182.00849839s,7.870433ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1997-10-01' and o.o_orderdate < '1998-01-01' group by o.o_orderpriority order by o_orderpriority;",1,184.382254803s,184.38186575s,8.044688ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'false';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1996-04-01' and o.o_orderdate < '1996-07-01' group by o.o_orderpriority order by o_orderpriority;",1,183.439765259s,183.439387474s,7.964636ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1994-09-01' and o.o_orderdate < '1994-12-01' group by o.o_orderpriority order by o_orderpriority;",1,183.519817856s,183.519337397s,9.990851ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1995-06-01' and o.o_orderdate < '1995-09-01' group by o.o_orderpriority order by o_orderpriority;",1,180.068272957s,180.067839075s,8.766757ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1993-02-01' and o.o_orderdate < '1993-05-01' group by o.o_orderpriority order by o_orderpriority;",1,180.572831448s,180.572396098s,7.942287ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1997-03-01' and o.o_orderdate < '1997-06-01' group by o.o_orderpriority order by o_orderpriority;",1,184.344941156s,184.344505634s,9.62335ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1996-08-01' and o.o_orderdate < '1996-11-01' group by o.o_orderpriority order by o_orderpriority;",1,181.644242954s,181.643766977s,7.753858ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1995-11-01' and o.o_orderdate < '1996-02-01' group by o.o_orderpriority order by o_orderpriority;",1,183.595097963s,183.594492397s,8.634936ms,0ns,5,292,750037902,0.00%,1311905
"set `compiler.optimize.groupby` 'true';use tpch; with tmp as (select l.l_orderkey as o_orderkey from  lineitem as l where l.l_commitdate < l.l_receiptdate) select o.o_orderpriority, count(o) as count from orders as o join tmp as t on o.o_orderkey = t.o_orderkey where o.o_orderdate >= '1994-01-01' and o.o_orderdate < '1994-04-01' group by o.o_orderpriority order by o_orderpriority;",1,180.877437434s,180.876862368s,8.832954ms,0ns,5,292,750037902,0.00%,1311905
